account_id,district_id,frequency,account_open_date,client_id
2630,64,MONTHLY STATEMENTS,12/21/1995,3175
957,70,MONTHLY STATEMENTS,12/22/1995,1153
1682,49,MONTHLY STATEMENTS,12/22/1995,2042
3587,64,MONTHLY STATEMENTS,12/24/1995,4329
4269,26,MONTHLY STATEMENTS,12/24/1995,5145
3338,25,MONTHLY STATEMENTS,12/24/1995,4036
3655,1,MONTHLY STATEMENTS,12/24/1995,4406
84,44,STATEMENTS AFTER TRANSACTION,12/25/1995,100
4439,30,MONTHLY STATEMENTS,12/25/1995,5354
4462,73,WEEKLY STATEMENTS,12/27/1995,5384
3814,74,MONTHLY STATEMENTS,12/27/1995,4596
2780,63,MONTHLY STATEMENTS,12/29/1995,3357
3273,74,MONTHLY STATEMENTS,12/29/1995,3962
3559,18,MONTHLY STATEMENTS,12/30/1995,4295
3968,36,MONTHLY STATEMENTS,1/1/1996,4787
2159,1,MONTHLY STATEMENTS,1/1/1996,2613
849,1,MONTHLY STATEMENTS,1/1/1996,1023
2288,69,MONTHLY STATEMENTS,1/1/1996,2769
3051,9,MONTHLY STATEMENTS,1/1/1996,3689
946,21,MONTHLY STATEMENTS,1/1/1996,1141
2075,33,MONTHLY STATEMENTS,1/1/1996,2516
8931,63,WEEKLY STATEMENTS,1/1/1996,11004
9225,11,MONTHLY STATEMENTS,1/1/1996,11359
3278,4,MONTHLY STATEMENTS,1/2/1996,3969
2811,4,MONTHLY STATEMENTS,1/2/1996,3395
1670,12,MONTHLY STATEMENTS,1/2/1996,2027
275,29,MONTHLY STATEMENTS,1/2/1996,332
1455,66,MONTHLY STATEMENTS,1/3/1996,1764
1311,60,MONTHLY STATEMENTS,1/3/1996,1585
6678,54,MONTHLY STATEMENTS,1/3/1996,8064
145,31,MONTHLY STATEMENTS,1/3/1996,175
312,41,MONTHLY STATEMENTS,1/3/1996,380
2233,43,MONTHLY STATEMENTS,1/3/1996,2705
3530,34,MONTHLY STATEMENTS,1/3/1996,4261
7828,36,MONTHLY STATEMENTS,1/5/1996,9680
9024,1,MONTHLY STATEMENTS,1/5/1996,11114
1711,63,MONTHLY STATEMENTS,1/5/1996,2076
2223,44,MONTHLY STATEMENTS,1/5/1996,2692
646,51,MONTHLY STATEMENTS,1/6/1996,775
2548,57,MONTHLY STATEMENTS,1/6/1996,3076
2567,17,MONTHLY STATEMENTS,1/7/1996,3098
2153,31,WEEKLY STATEMENTS,1/7/1996,2606
1243,1,MONTHLY STATEMENTS,1/7/1996,1500
3238,47,MONTHLY STATEMENTS,1/7/1996,3916
954,74,MONTHLY STATEMENTS,1/8/1996,1150
9633,70,MONTHLY STATEMENTS,1/8/1996,11857
2716,66,MONTHLY STATEMENTS,1/8/1996,3279
1580,69,MONTHLY STATEMENTS,1/8/1996,1913
1483,10,MONTHLY STATEMENTS,1/9/1996,1796
1263,30,WEEKLY STATEMENTS,1/9/1996,1524
3966,42,MONTHLY STATEMENTS,1/9/1996,4784
3937,76,MONTHLY STATEMENTS,1/10/1996,4747
1591,65,MONTHLY STATEMENTS,1/10/1996,1929
658,4,MONTHLY STATEMENTS,1/10/1996,789
3638,52,STATEMENTS AFTER TRANSACTION,1/10/1996,4387
2605,21,MONTHLY STATEMENTS,1/10/1996,3143
3661,50,MONTHLY STATEMENTS,1/11/1996,4414
2686,26,MONTHLY STATEMENTS,1/11/1996,3241
2944,22,MONTHLY STATEMENTS,1/11/1996,3554
4994,1,WEEKLY STATEMENTS,1/11/1996,6033
3949,54,MONTHLY STATEMENTS,1/11/1996,4764
332,36,MONTHLY STATEMENTS,1/12/1996,406
69,64,MONTHLY STATEMENTS,1/12/1996,80
3673,30,MONTHLY STATEMENTS,1/12/1996,4427
5267,4,MONTHLY STATEMENTS,1/12/1996,6363
3170,1,MONTHLY STATEMENTS,1/12/1996,3834
1632,18,WEEKLY STATEMENTS,1/13/1996,1978
2143,1,MONTHLY STATEMENTS,1/13/1996,2592
1227,69,MONTHLY STATEMENTS,1/13/1996,1480
204,67,MONTHLY STATEMENTS,1/13/1996,246
1093,54,MONTHLY STATEMENTS,1/14/1996,1311
1486,63,MONTHLY STATEMENTS,1/15/1996,1800
4253,43,MONTHLY STATEMENTS,1/16/1996,5126
1196,29,MONTHLY STATEMENTS,1/16/1996,1443
3442,4,MONTHLY STATEMENTS,1/16/1996,4163
9051,5,WEEKLY STATEMENTS,1/17/1996,11147
3373,27,MONTHLY STATEMENTS,1/18/1996,4079
1036,11,MONTHLY STATEMENTS,1/18/1996,1243
3727,66,MONTHLY STATEMENTS,1/19/1996,4495
2844,43,MONTHLY STATEMENTS,1/19/1996,3438
10297,14,MONTHLY STATEMENTS,1/19/1996,12662
3755,64,MONTHLY STATEMENTS,1/20/1996,4531
1298,7,MONTHLY STATEMENTS,1/20/1996,1571
1139,34,STATEMENTS AFTER TRANSACTION,1/20/1996,1370
660,68,MONTHLY STATEMENTS,1/20/1996,791
335,74,MONTHLY STATEMENTS,1/20/1996,409
412,74,MONTHLY STATEMENTS,1/21/1996,497
2863,14,MONTHLY STATEMENTS,1/21/1996,3459
2274,66,MONTHLY STATEMENTS,1/21/1996,2754
2522,36,MONTHLY STATEMENTS,1/21/1996,3044
4981,54,MONTHLY STATEMENTS,1/22/1996,6015
771,22,MONTHLY STATEMENTS,1/22/1996,922
3832,45,MONTHLY STATEMENTS,1/22/1996,4617
1508,69,MONTHLY STATEMENTS,1/22/1996,1828
3784,25,MONTHLY STATEMENTS,1/22/1996,4562
9645,38,MONTHLY STATEMENTS,1/23/1996,11873
3947,76,MONTHLY STATEMENTS,1/23/1996,4762
2416,5,MONTHLY STATEMENTS,1/23/1996,2918
2243,25,MONTHLY STATEMENTS,1/24/1996,2716
3993,54,MONTHLY STATEMENTS,1/24/1996,4814
2225,15,MONTHLY STATEMENTS,1/24/1996,2694
1759,39,MONTHLY STATEMENTS,1/25/1996,2131
2207,35,MONTHLY STATEMENTS,1/25/1996,2671
3803,61,MONTHLY STATEMENTS,1/26/1996,4583
2754,57,WEEKLY STATEMENTS,1/26/1996,3326
3009,1,MONTHLY STATEMENTS,1/26/1996,3634
314,15,STATEMENTS AFTER TRANSACTION,1/26/1996,383
554,26,MONTHLY STATEMENTS,1/26/1996,667
2217,73,MONTHLY STATEMENTS,1/27/1996,2685
262,75,MONTHLY STATEMENTS,1/27/1996,316
2214,45,MONTHLY STATEMENTS,1/27/1996,2681
976,77,MONTHLY STATEMENTS,1/27/1996,1177
1439,11,MONTHLY STATEMENTS,1/27/1996,1746
417,73,MONTHLY STATEMENTS,1/27/1996,503
3084,59,WEEKLY STATEMENTS,1/28/1996,3730
4204,21,MONTHLY STATEMENTS,1/29/1996,5067
9504,9,MONTHLY STATEMENTS,1/29/1996,11701
414,1,MONTHLY STATEMENTS,1/29/1996,500
4424,48,MONTHLY STATEMENTS,1/29/1996,5334
3389,13,MONTHLY STATEMENTS,1/30/1996,4098
2106,1,MONTHLY STATEMENTS,2/1/1996,2550
355,62,WEEKLY STATEMENTS,2/1/1996,433
2702,74,MONTHLY STATEMENTS,2/1/1996,3260
11054,59,WEEKLY STATEMENTS,2/1/1996,13590
10558,40,MONTHLY STATEMENTS,2/1/1996,12986
1859,50,MONTHLY STATEMENTS,2/2/1996,2255
2109,34,MONTHLY STATEMENTS,2/2/1996,2553
6512,34,WEEKLY STATEMENTS,2/3/1996,7864
1963,42,MONTHLY STATEMENTS,2/3/1996,2388
1977,41,MONTHLY STATEMENTS,2/3/1996,2402
5181,75,MONTHLY STATEMENTS,2/3/1996,6257
1791,1,MONTHLY STATEMENTS,2/3/1996,2171
2635,27,MONTHLY STATEMENTS,2/4/1996,3181
1623,1,MONTHLY STATEMENTS,2/4/1996,1967
4293,64,STATEMENTS AFTER TRANSACTION,2/4/1996,5171
4851,52,MONTHLY STATEMENTS,2/4/1996,5858
2774,42,MONTHLY STATEMENTS,2/5/1996,3349
2469,11,MONTHLY STATEMENTS,2/5/1996,2980
3931,28,MONTHLY STATEMENTS,2/5/1996,4740
2348,65,MONTHLY STATEMENTS,2/5/1996,2838
218,68,MONTHLY STATEMENTS,2/6/1996,263
804,64,MONTHLY STATEMENTS,2/6/1996,963
923,13,MONTHLY STATEMENTS,2/7/1996,1112
1744,76,MONTHLY STATEMENTS,2/7/1996,2116
2890,69,MONTHLY STATEMENTS,2/7/1996,3493
1233,31,MONTHLY STATEMENTS,2/8/1996,1488
2719,10,MONTHLY STATEMENTS,2/8/1996,3283
516,6,MONTHLY STATEMENTS,2/8/1996,619
2551,5,MONTHLY STATEMENTS,2/8/1996,3080
2499,2,MONTHLY STATEMENTS,2/8/1996,3017
2893,39,MONTHLY STATEMENTS,2/8/1996,3497
1922,60,MONTHLY STATEMENTS,2/9/1996,2332
264,15,MONTHLY STATEMENTS,2/9/1996,318
3890,50,MONTHLY STATEMENTS,2/10/1996,4689
6686,61,MONTHLY STATEMENTS,2/10/1996,8074
3519,52,MONTHLY STATEMENTS,2/10/1996,4249
3597,1,STATEMENTS AFTER TRANSACTION,2/11/1996,4340
1611,69,MONTHLY STATEMENTS,2/11/1996,1954
2230,7,MONTHLY STATEMENTS,2/11/1996,2702
3933,61,MONTHLY STATEMENTS,2/11/1996,4742
2212,33,MONTHLY STATEMENTS,2/12/1996,2677
1964,25,MONTHLY STATEMENTS,2/12/1996,2389
4999,1,MONTHLY STATEMENTS,2/12/1996,6039
8680,17,MONTHLY STATEMENTS,2/12/1996,10702
1612,66,MONTHLY STATEMENTS,2/12/1996,1955
2390,1,MONTHLY STATEMENTS,2/12/1996,2885
2600,1,MONTHLY STATEMENTS,2/13/1996,3136
1737,77,MONTHLY STATEMENTS,2/13/1996,2108
2993,1,WEEKLY STATEMENTS,2/13/1996,3615
2753,26,MONTHLY STATEMENTS,2/13/1996,3324
2409,76,MONTHLY STATEMENTS,2/13/1996,2910
949,58,MONTHLY STATEMENTS,2/13/1996,1145
3468,32,MONTHLY STATEMENTS,2/14/1996,4191
3979,37,MONTHLY STATEMENTS,2/14/1996,4798
296,49,MONTHLY STATEMENTS,2/14/1996,360
1836,42,MONTHLY STATEMENTS,2/15/1996,2227
1111,5,MONTHLY STATEMENTS,2/16/1996,1332
3680,27,MONTHLY STATEMENTS,2/16/1996,4436
1916,72,MONTHLY STATEMENTS,2/16/1996,2326
2473,14,MONTHLY STATEMENTS,2/16/1996,2986
390,44,MONTHLY STATEMENTS,2/16/1996,471
3439,16,MONTHLY STATEMENTS,2/16/1996,4160
7594,16,MONTHLY STATEMENTS,2/16/1996,9403
3578,1,MONTHLY STATEMENTS,2/17/1996,4316
2226,2,MONTHLY STATEMENTS,2/17/1996,2696
466,71,MONTHLY STATEMENTS,2/18/1996,560
3335,35,MONTHLY STATEMENTS,2/18/1996,4032
620,26,MONTHLY STATEMENTS,2/18/1996,744
2074,12,MONTHLY STATEMENTS,2/18/1996,2515
1380,53,MONTHLY STATEMENTS,2/19/1996,1670
2304,49,MONTHLY STATEMENTS,2/19/1996,2788
3754,37,WEEKLY STATEMENTS,2/19/1996,4529
1102,70,MONTHLY STATEMENTS,2/19/1996,1323
55,20,MONTHLY STATEMENTS,2/19/1996,64
2403,25,MONTHLY STATEMENTS,2/20/1996,2901
1732,51,MONTHLY STATEMENTS,2/20/1996,2102
3721,22,MONTHLY STATEMENTS,2/21/1996,4487
184,77,MONTHLY STATEMENTS,2/21/1996,224
691,24,MONTHLY STATEMENTS,2/21/1996,829
10233,27,MONTHLY STATEMENTS,2/21/1996,12586
3358,44,MONTHLY STATEMENTS,2/21/1996,4060
4,12,MONTHLY STATEMENTS,2/21/1996,6
3151,6,MONTHLY STATEMENTS,2/21/1996,3811
2017,54,MONTHLY STATEMENTS,2/21/1996,2450
2804,53,MONTHLY STATEMENTS,2/22/1996,3388
1310,1,MONTHLY STATEMENTS,2/22/1996,1584
3016,26,MONTHLY STATEMENTS,2/23/1996,3643
827,36,MONTHLY STATEMENTS,2/23/1996,994
959,1,MONTHLY STATEMENTS,2/23/1996,1156
1585,42,MONTHLY STATEMENTS,2/23/1996,1920
590,50,MONTHLY STATEMENTS,2/24/1996,708
3924,70,MONTHLY STATEMENTS,2/24/1996,4732
2772,11,MONTHLY STATEMENTS,2/24/1996,3347
1962,77,MONTHLY STATEMENTS,2/24/1996,2387
10478,70,WEEKLY STATEMENTS,2/24/1996,12890
5692,66,MONTHLY STATEMENTS,2/25/1996,6886
1265,49,MONTHLY STATEMENTS,2/25/1996,1527
167,29,WEEKLY STATEMENTS,2/26/1996,202
2187,9,WEEKLY STATEMENTS,2/26/1996,2647
3079,18,MONTHLY STATEMENTS,2/26/1996,3723
3286,8,MONTHLY STATEMENTS,2/26/1996,3977
230,1,MONTHLY STATEMENTS,2/26/1996,276
3193,74,MONTHLY STATEMENTS,2/27/1996,3860
5593,15,MONTHLY STATEMENTS,2/27/1996,6753
4088,45,MONTHLY STATEMENTS,3/1/1996,4925
3409,23,MONTHLY STATEMENTS,3/1/1996,4121
1216,77,MONTHLY STATEMENTS,3/1/1996,1468
2491,76,MONTHLY STATEMENTS,3/1/1996,3007
2498,40,MONTHLY STATEMENTS,3/1/1996,3016
3366,68,MONTHLY STATEMENTS,3/2/1996,4069
936,7,MONTHLY STATEMENTS,3/2/1996,1128
856,2,MONTHLY STATEMENTS,3/3/1996,1031
718,1,MONTHLY STATEMENTS,3/3/1996,861
3698,1,MONTHLY STATEMENTS,3/3/1996,4459
3462,51,MONTHLY STATEMENTS,3/4/1996,4185
3881,21,MONTHLY STATEMENTS,3/4/1996,4678
3709,74,MONTHLY STATEMENTS,3/5/1996,4472
1349,75,MONTHLY STATEMENTS,3/5/1996,1635
1886,32,MONTHLY STATEMENTS,3/5/1996,2288
1897,61,STATEMENTS AFTER TRANSACTION,3/5/1996,2303
1564,48,MONTHLY STATEMENTS,3/5/1996,1896
2062,70,MONTHLY STATEMENTS,3/6/1996,2501
141,38,MONTHLY STATEMENTS,3/6/1996,169
1763,73,MONTHLY STATEMENTS,3/6/1996,2137
2611,1,MONTHLY STATEMENTS,3/6/1996,3151
825,19,MONTHLY STATEMENTS,3/6/1996,992
3943,71,MONTHLY STATEMENTS,3/6/1996,4755
9422,70,MONTHLY STATEMENTS,3/6/1996,11596
1606,23,MONTHLY STATEMENTS,3/7/1996,1947
3263,44,MONTHLY STATEMENTS,3/7/1996,3948
2289,1,MONTHLY STATEMENTS,3/7/1996,2770
3121,46,MONTHLY STATEMENTS,3/8/1996,3775
3088,18,MONTHLY STATEMENTS,3/8/1996,3735
3952,26,MONTHLY STATEMENTS,3/8/1996,4767
3974,55,MONTHLY STATEMENTS,3/8/1996,4793
3502,74,MONTHLY STATEMENTS,3/8/1996,4230
3351,70,MONTHLY STATEMENTS,3/8/1996,4053
2105,70,MONTHLY STATEMENTS,3/9/1996,2549
3144,67,MONTHLY STATEMENTS,3/9/1996,3802
846,72,MONTHLY STATEMENTS,3/9/1996,1020
357,20,MONTHLY STATEMENTS,3/10/1996,435
103,44,MONTHLY STATEMENTS,3/10/1996,124
3118,48,MONTHLY STATEMENTS,3/10/1996,3771
4361,69,MONTHLY STATEMENTS,3/11/1996,5253
1722,32,MONTHLY STATEMENTS,3/11/1996,2088
4273,15,MONTHLY STATEMENTS,3/11/1996,5149
1510,33,MONTHLY STATEMENTS,3/11/1996,1830
895,24,MONTHLY STATEMENTS,3/12/1996,1078
840,70,MONTHLY STATEMENTS,3/12/1996,1012
2263,36,MONTHLY STATEMENTS,3/12/1996,2740
356,70,MONTHLY STATEMENTS,3/12/1996,434
4863,5,MONTHLY STATEMENTS,3/12/1996,5873
3455,34,MONTHLY STATEMENTS,3/13/1996,4177
4092,74,MONTHLY STATEMENTS,3/13/1996,4929
10807,34,MONTHLY STATEMENTS,3/13/1996,13285
2598,1,MONTHLY STATEMENTS,3/14/1996,3134
2633,25,MONTHLY STATEMENTS,3/14/1996,3178
1800,51,MONTHLY STATEMENTS,3/14/1996,2180
1698,68,MONTHLY STATEMENTS,3/14/1996,2063
3994,15,MONTHLY STATEMENTS,3/14/1996,4815
1365,42,MONTHLY STATEMENTS,3/15/1996,1653
666,27,MONTHLY STATEMENTS,3/15/1996,798
9242,57,MONTHLY STATEMENTS,3/15/1996,11381
4346,25,MONTHLY STATEMENTS,3/15/1996,5236
3296,67,MONTHLY STATEMENTS,3/15/1996,3987
2864,54,MONTHLY STATEMENTS,3/16/1996,3461
1980,49,MONTHLY STATEMENTS,3/16/1996,2406
1445,60,MONTHLY STATEMENTS,3/16/1996,1753
821,60,MONTHLY STATEMENTS,3/16/1996,987
5591,9,MONTHLY STATEMENTS,3/16/1996,6749
236,72,MONTHLY STATEMENTS,3/16/1996,285
210,48,MONTHLY STATEMENTS,3/17/1996,253
3795,36,MONTHLY STATEMENTS,3/18/1996,4575
865,17,MONTHLY STATEMENTS,3/18/1996,1042
739,66,MONTHLY STATEMENTS,3/18/1996,887
3672,26,MONTHLY STATEMENTS,3/19/1996,4426
2334,50,MONTHLY STATEMENTS,3/19/1996,2822
1028,23,MONTHLY STATEMENTS,3/19/1996,1234
468,49,MONTHLY STATEMENTS,3/19/1996,562
853,1,MONTHLY STATEMENTS,3/20/1996,1027
525,70,MONTHLY STATEMENTS,3/20/1996,631
3322,65,WEEKLY STATEMENTS,3/20/1996,4015
2033,71,MONTHLY STATEMENTS,3/20/1996,2468
3130,13,MONTHLY STATEMENTS,3/20/1996,3786
2904,13,MONTHLY STATEMENTS,3/20/1996,3510
1014,74,MONTHLY STATEMENTS,3/20/1996,1218
116,8,MONTHLY STATEMENTS,3/21/1996,139
10436,60,MONTHLY STATEMENTS,3/21/1996,12840
4214,1,MONTHLY STATEMENTS,3/21/1996,5081
824,32,MONTHLY STATEMENTS,3/21/1996,991
3743,1,MONTHLY STATEMENTS,3/22/1996,4516
2192,59,MONTHLY STATEMENTS,3/22/1996,2654
2406,5,MONTHLY STATEMENTS,3/22/1996,2906
2889,8,MONTHLY STATEMENTS,3/23/1996,3492
1369,32,MONTHLY STATEMENTS,3/23/1996,1657
2767,54,MONTHLY STATEMENTS,3/23/1996,3340
4008,27,MONTHLY STATEMENTS,3/23/1996,4831
874,56,WEEKLY STATEMENTS,3/23/1996,1052
3815,1,MONTHLY STATEMENTS,3/24/1996,4597
3605,3,MONTHLY STATEMENTS,3/24/1996,4348
3138,37,MONTHLY STATEMENTS,3/24/1996,3794
2578,54,MONTHLY STATEMENTS,3/25/1996,3110
2708,1,MONTHLY STATEMENTS,3/25/1996,3268
631,68,MONTHLY STATEMENTS,3/25/1996,758
1170,25,MONTHLY STATEMENTS,3/26/1996,1409
2650,72,MONTHLY STATEMENTS,3/26/1996,3196
7890,23,MONTHLY STATEMENTS,3/26/1996,9755
3219,1,MONTHLY STATEMENTS,3/26/1996,3893
3115,14,MONTHLY STATEMENTS,3/27/1996,3767
208,54,MONTHLY STATEMENTS,3/27/1996,251
286,71,MONTHLY STATEMENTS,3/27/1996,347
898,71,MONTHLY STATEMENTS,3/27/1996,1081
2936,3,MONTHLY STATEMENTS,3/27/1996,3546
3422,21,MONTHLY STATEMENTS,3/28/1996,4137
10049,17,MONTHLY STATEMENTS,3/28/1996,12358
1250,62,MONTHLY STATEMENTS,3/28/1996,1509
1384,74,WEEKLY STATEMENTS,3/28/1996,1675
2624,31,MONTHLY STATEMENTS,3/28/1996,3166
3349,47,MONTHLY STATEMENTS,3/28/1996,4050
1351,40,MONTHLY STATEMENTS,3/29/1996,1638
2631,1,MONTHLY STATEMENTS,3/29/1996,3176
7520,9,MONTHLY STATEMENTS,3/29/1996,9313
10065,76,MONTHLY STATEMENTS,3/30/1996,12378
708,26,MONTHLY STATEMENTS,3/30/1996,849
3917,1,MONTHLY STATEMENTS,3/30/1996,4723
514,70,MONTHLY STATEMENTS,3/30/1996,617
2659,14,MONTHLY STATEMENTS,3/30/1996,3210
3265,52,STATEMENTS AFTER TRANSACTION,3/30/1996,3952
1832,70,MONTHLY STATEMENTS,4/1/1996,2223
7565,59,MONTHLY STATEMENTS,4/2/1996,9370
3308,40,MONTHLY STATEMENTS,4/2/1996,4000
1932,35,MONTHLY STATEMENTS,4/3/1996,2347
1521,74,MONTHLY STATEMENTS,4/4/1996,1844
2909,58,MONTHLY STATEMENTS,4/4/1996,3516
3706,8,MONTHLY STATEMENTS,4/4/1996,4469
1847,47,MONTHLY STATEMENTS,4/4/1996,2240
2335,70,MONTHLY STATEMENTS,4/4/1996,2823
3041,70,MONTHLY STATEMENTS,4/4/1996,3675
3116,54,MONTHLY STATEMENTS,4/5/1996,3769
251,74,MONTHLY STATEMENTS,4/6/1996,303
3632,56,WEEKLY STATEMENTS,4/6/1996,4381
2929,51,MONTHLY STATEMENTS,4/6/1996,3537
10345,36,MONTHLY STATEMENTS,4/7/1996,12729
1450,63,MONTHLY STATEMENTS,4/7/1996,1759
1461,73,MONTHLY STATEMENTS,4/7/1996,1772
1920,40,MONTHLY STATEMENTS,4/8/1996,2330
734,5,MONTHLY STATEMENTS,4/8/1996,881
8085,73,MONTHLY STATEMENTS,4/8/1996,9987
1948,64,MONTHLY STATEMENTS,4/8/1996,2368
3534,59,MONTHLY STATEMENTS,4/8/1996,4265
278,73,MONTHLY STATEMENTS,4/8/1996,335
2012,4,MONTHLY STATEMENTS,4/8/1996,2444
1020,56,MONTHLY STATEMENTS,4/9/1996,1224
2986,63,MONTHLY STATEMENTS,4/9/1996,3606
615,72,MONTHLY STATEMENTS,4/9/1996,739
7894,27,MONTHLY STATEMENTS,4/9/1996,9760
3294,75,MONTHLY STATEMENTS,4/9/1996,3985
2450,48,MONTHLY STATEMENTS,4/10/1996,2958
1503,71,MONTHLY STATEMENTS,4/10/1996,1822
3247,61,MONTHLY STATEMENTS,4/11/1996,3927
3568,40,MONTHLY STATEMENTS,4/11/1996,4305
152,1,MONTHLY STATEMENTS,4/12/1996,183
5072,6,MONTHLY STATEMENTS,4/12/1996,6122
1456,9,MONTHLY STATEMENTS,4/12/1996,1765
1622,19,MONTHLY STATEMENTS,4/12/1996,1966
10215,38,MONTHLY STATEMENTS,4/12/1996,12561
2247,24,MONTHLY STATEMENTS,4/13/1996,2721
2205,51,MONTHLY STATEMENTS,4/13/1996,2669
1543,1,MONTHLY STATEMENTS,4/14/1996,1871
1655,41,MONTHLY STATEMENTS,4/15/1996,2006
3976,74,MONTHLY STATEMENTS,4/15/1996,4795
1383,11,MONTHLY STATEMENTS,4/15/1996,1674
439,69,MONTHLY STATEMENTS,4/15/1996,529
1550,1,MONTHLY STATEMENTS,4/15/1996,1880
101,35,MONTHLY STATEMENTS,4/16/1996,122
1473,39,MONTHLY STATEMENTS,4/16/1996,1785
1121,32,MONTHLY STATEMENTS,4/17/1996,1345
2254,1,MONTHLY STATEMENTS,4/17/1996,2729
3806,36,MONTHLY STATEMENTS,4/18/1996,4587
283,44,MONTHLY STATEMENTS,4/18/1996,343
2432,8,MONTHLY STATEMENTS,4/18/1996,2938
3802,44,MONTHLY STATEMENTS,4/18/1996,4582
3821,18,MONTHLY STATEMENTS,4/18/1996,4605
3907,37,MONTHLY STATEMENTS,4/18/1996,4712
3854,8,MONTHLY STATEMENTS,4/18/1996,4647
3606,1,MONTHLY STATEMENTS,4/18/1996,4349
1939,6,WEEKLY STATEMENTS,4/19/1996,2355
5726,17,STATEMENTS AFTER TRANSACTION,4/19/1996,6924
3998,2,MONTHLY STATEMENTS,4/20/1996,4820
3021,10,MONTHLY STATEMENTS,4/20/1996,3649
1607,71,MONTHLY STATEMENTS,4/20/1996,1948
1733,18,MONTHLY STATEMENTS,4/20/1996,2103
2474,33,MONTHLY STATEMENTS,4/20/1996,2988
3816,25,MONTHLY STATEMENTS,4/21/1996,4598
766,3,MONTHLY STATEMENTS,4/21/1996,916
695,5,MONTHLY STATEMENTS,4/21/1996,833
2287,1,MONTHLY STATEMENTS,4/21/1996,2768
1358,39,MONTHLY STATEMENTS,4/21/1996,1645
3019,33,MONTHLY STATEMENTS,4/21/1996,3646
1641,50,MONTHLY STATEMENTS,4/22/1996,1989
1624,53,MONTHLY STATEMENTS,4/22/1996,1969
798,1,MONTHLY STATEMENTS,4/22/1996,956
7240,17,MONTHLY STATEMENTS,4/23/1996,8737
4458,60,MONTHLY STATEMENTS,4/23/1996,5379
3596,59,MONTHLY STATEMENTS,4/23/1996,4339
1709,24,MONTHLY STATEMENTS,4/23/1996,2074
3859,53,MONTHLY STATEMENTS,4/23/1996,4652
481,72,MONTHLY STATEMENTS,4/23/1996,579
1070,62,MONTHLY STATEMENTS,4/23/1996,1285
3280,1,MONTHLY STATEMENTS,4/24/1996,3971
689,1,MONTHLY STATEMENTS,4/24/1996,826
4488,33,MONTHLY STATEMENTS,4/24/1996,5413
2246,1,MONTHLY STATEMENTS,4/25/1996,2720
3301,14,MONTHLY STATEMENTS,4/25/1996,3993
7997,10,MONTHLY STATEMENTS,4/25/1996,9880
1542,1,MONTHLY STATEMENTS,4/25/1996,1869
5395,47,MONTHLY STATEMENTS,4/26/1996,6511
780,3,MONTHLY STATEMENTS,4/26/1996,932
5505,1,MONTHLY STATEMENTS,4/26/1996,6644
3178,4,MONTHLY STATEMENTS,4/27/1996,3843
500,56,MONTHLY STATEMENTS,4/27/1996,601
3451,52,MONTHLY STATEMENTS,4/27/1996,4173
1304,40,MONTHLY STATEMENTS,4/27/1996,1578
3664,1,MONTHLY STATEMENTS,4/28/1996,4417
3038,10,MONTHLY STATEMENTS,4/28/1996,3671
951,3,MONTHLY STATEMENTS,4/28/1996,1147
1529,1,MONTHLY STATEMENTS,4/28/1996,1853
3027,62,MONTHLY STATEMENTS,4/29/1996,3656
4342,74,MONTHLY STATEMENTS,4/29/1996,5232
1582,28,MONTHLY STATEMENTS,5/1/1996,1916
2730,23,MONTHLY STATEMENTS,5/2/1996,3296
8896,28,STATEMENTS AFTER TRANSACTION,5/2/1996,10960
1716,46,MONTHLY STATEMENTS,5/2/1996,2081
986,74,MONTHLY STATEMENTS,5/2/1996,1189
1192,29,MONTHLY STATEMENTS,5/2/1996,1438
2116,70,MONTHLY STATEMENTS,5/2/1996,2560
4127,50,MONTHLY STATEMENTS,5/3/1996,4968
3791,1,WEEKLY STATEMENTS,5/3/1996,4571
3531,59,MONTHLY STATEMENTS,5/3/1996,4262
2994,77,MONTHLY STATEMENTS,5/3/1996,3616
1328,8,MONTHLY STATEMENTS,5/4/1996,1607
97,74,MONTHLY STATEMENTS,5/5/1996,116
3648,61,MONTHLY STATEMENTS,5/6/1996,4399
2591,1,MONTHLY STATEMENTS,5/6/1996,3127
1614,63,MONTHLY STATEMENTS,5/7/1996,1957
706,49,MONTHLY STATEMENTS,5/7/1996,847
2232,1,MONTHLY STATEMENTS,5/7/1996,2704
2946,54,MONTHLY STATEMENTS,5/7/1996,3558
2346,27,MONTHLY STATEMENTS,5/8/1996,2835
3736,54,MONTHLY STATEMENTS,5/8/1996,4508
3887,62,MONTHLY STATEMENTS,5/8/1996,4685
1672,5,MONTHLY STATEMENTS,5/8/1996,2030
1752,68,MONTHLY STATEMENTS,5/8/1996,2124
1996,6,WEEKLY STATEMENTS,5/8/1996,2425
1244,68,MONTHLY STATEMENTS,5/8/1996,1501
1213,36,MONTHLY STATEMENTS,5/8/1996,1464
3928,24,MONTHLY STATEMENTS,5/8/1996,4737
1045,3,MONTHLY STATEMENTS,5/9/1996,1254
302,7,MONTHLY STATEMENTS,5/9/1996,369
444,26,MONTHLY STATEMENTS,5/9/1996,535
2035,53,MONTHLY STATEMENTS,5/10/1996,2470
3942,27,WEEKLY STATEMENTS,5/10/1996,4754
9494,21,MONTHLY STATEMENTS,5/10/1996,11686
913,59,MONTHLY STATEMENTS,5/10/1996,1100
3248,77,MONTHLY STATEMENTS,5/11/1996,3928
51,67,MONTHLY STATEMENTS,5/11/1996,60
