,series,year,month,count,rate,date
737,Information,2000,6,102,2.6,2000-06-01 07:00:00+00:00
738,Information,2000,7,144,3.6,2000-07-01 07:00:00+00:00
739,Information,2000,8,143,3.7,2000-08-01 07:00:00+00:00
740,Information,2000,9,130,3.3,2000-09-01 07:00:00+00:00
741,Information,2000,10,96,2.4,2000-10-01 07:00:00+00:00
742,Information,2000,11,117,3.0,2000-11-01 08:00:00+00:00
743,Information,2000,12,151,4.0,2000-12-01 08:00:00+00:00
744,Information,2001,1,161,4.1,2001-01-01 08:00:00+00:00
745,Information,2001,2,109,2.9,2001-02-01 08:00:00+00:00
746,Information,2001,3,148,3.8,2001-03-01 08:00:00+00:00
747,Information,2001,4,148,3.7,2001-04-01 08:00:00+00:00
748,Information,2001,5,164,4.2,2001-05-01 07:00:00+00:00
749,Information,2001,6,163,4.1,2001-06-01 07:00:00+00:00
750,Information,2001,7,206,5.2,2001-07-01 07:00:00+00:00
751,Information,2001,8,210,5.4,2001-08-01 07:00:00+00:00
752,Information,2001,9,219,5.6,2001-09-01 07:00:00+00:00
753,Information,2001,10,233,6.0,2001-10-01 07:00:00+00:00
754,Information,2001,11,241,6.2,2001-11-01 08:00:00+00:00
755,Information,2001,12,275,7.4,2001-12-01 08:00:00+00:00
756,Information,2002,1,263,7.1,2002-01-01 08:00:00+00:00
757,Information,2002,2,279,7.6,2002-02-01 08:00:00+00:00
758,Information,2002,3,266,7.2,2002-03-01 08:00:00+00:00
759,Information,2002,4,257,6.9,2002-04-01 08:00:00+00:00
760,Information,2002,5,260,7.2,2002-05-01 07:00:00+00:00
761,Information,2002,6,255,6.9,2002-06-01 07:00:00+00:00
762,Information,2002,7,264,7.1,2002-07-01 07:00:00+00:00
763,Information,2002,8,270,7.1,2002-08-01 07:00:00+00:00
764,Information,2002,9,231,6.3,2002-09-01 07:00:00+00:00
765,Information,2002,10,211,6.0,2002-10-01 07:00:00+00:00
766,Information,2002,11,220,6.5,2002-11-01 08:00:00+00:00
767,Information,2002,12,255,7.2,2002-12-01 08:00:00+00:00
768,Information,2003,1,243,6.7,2003-01-01 08:00:00+00:00
769,Information,2003,2,321,8.6,2003-02-01 08:00:00+00:00
770,Information,2003,3,267,7.4,2003-03-01 08:00:00+00:00
771,Information,2003,4,268,7.3,2003-04-01 08:00:00+00:00
772,Information,2003,5,251,6.9,2003-05-01 07:00:00+00:00
773,Information,2003,6,239,6.4,2003-06-01 07:00:00+00:00
774,Information,2003,7,224,5.9,2003-07-01 07:00:00+00:00
775,Information,2003,8,224,6.1,2003-08-01 07:00:00+00:00
776,Information,2003,9,248,7.0,2003-09-01 07:00:00+00:00
777,Information,2003,10,182,5.4,2003-10-01 07:00:00+00:00
778,Information,2003,11,257,7.6,2003-11-01 08:00:00+00:00
779,Information,2003,12,224,6.5,2003-12-01 08:00:00+00:00
780,Information,2004,1,236,7.0,2004-01-01 08:00:00+00:00
781,Information,2004,2,194,5.8,2004-02-01 08:00:00+00:00
782,Information,2004,3,216,6.3,2004-03-01 08:00:00+00:00
783,Information,2004,4,168,5.0,2004-04-01 08:00:00+00:00
784,Information,2004,5,190,5.7,2004-05-01 07:00:00+00:00
785,Information,2004,6,172,5.0,2004-06-01 07:00:00+00:00
786,Information,2004,7,174,5.2,2004-07-01 07:00:00+00:00
787,Information,2004,8,191,5.7,2004-08-01 07:00:00+00:00
788,Information,2004,9,178,5.4,2004-09-01 07:00:00+00:00
789,Information,2004,10,185,5.6,2004-10-01 07:00:00+00:00
790,Information,2004,11,187,5.6,2004-11-01 08:00:00+00:00
791,Information,2004,12,173,5.7,2004-12-01 08:00:00+00:00
792,Information,2005,1,168,5.4,2005-01-01 08:00:00+00:00
793,Information,2005,2,204,6.5,2005-02-01 08:00:00+00:00
794,Information,2005,3,177,6.0,2005-03-01 08:00:00+00:00
795,Information,2005,4,178,5.9,2005-04-01 08:00:00+00:00
796,Information,2005,5,145,4.7,2005-05-01 07:00:00+00:00
797,Information,2005,6,160,5.0,2005-06-01 07:00:00+00:00
798,Information,2005,7,142,4.2,2005-07-01 07:00:00+00:00
799,Information,2005,8,156,4.6,2005-08-01 07:00:00+00:00
800,Information,2005,9,168,4.9,2005-09-01 07:00:00+00:00
801,Information,2005,10,162,4.8,2005-10-01 07:00:00+00:00
802,Information,2005,11,172,5.1,2005-11-01 08:00:00+00:00
803,Information,2005,12,128,3.7,2005-12-01 08:00:00+00:00
804,Information,2006,1,105,3.3,2006-01-01 08:00:00+00:00
805,Information,2006,2,119,3.7,2006-02-01 08:00:00+00:00
806,Information,2006,3,116,3.5,2006-03-01 08:00:00+00:00
807,Information,2006,4,132,4.2,2006-04-01 08:00:00+00:00
808,Information,2006,5,158,4.8,2006-05-01 07:00:00+00:00
809,Information,2006,6,114,3.4,2006-06-01 07:00:00+00:00
810,Information,2006,7,103,3.0,2006-07-01 07:00:00+00:00
811,Information,2006,8,132,3.9,2006-08-01 07:00:00+00:00
812,Information,2006,9,170,4.9,2006-09-01 07:00:00+00:00
813,Information,2006,10,116,3.4,2006-10-01 07:00:00+00:00
814,Information,2006,11,137,3.9,2006-11-01 08:00:00+00:00
815,Information,2006,12,108,2.9,2006-12-01 08:00:00+00:00
816,Information,2007,1,143,4.0,2007-01-01 08:00:00+00:00
817,Information,2007,2,139,4.0,2007-02-01 08:00:00+00:00
818,Information,2007,3,109,3.2,2007-03-01 08:00:00+00:00
819,Information,2007,4,77,2.4,2007-04-01 07:00:00+00:00
820,Information,2007,5,110,3.3,2007-05-01 07:00:00+00:00
821,Information,2007,6,114,3.4,2007-06-01 07:00:00+00:00
822,Information,2007,7,112,3.4,2007-07-01 07:00:00+00:00
823,Information,2007,8,140,4.1,2007-08-01 07:00:00+00:00
824,Information,2007,9,124,3.7,2007-09-01 07:00:00+00:00
825,Information,2007,10,120,3.7,2007-10-01 07:00:00+00:00
826,Information,2007,11,132,4.0,2007-11-01 07:00:00+00:00
827,Information,2007,12,125,3.7,2007-12-01 08:00:00+00:00
828,Information,2008,1,169,5.1,2008-01-01 08:00:00+00:00
829,Information,2008,2,193,5.8,2008-02-01 08:00:00+00:00
830,Information,2008,3,155,4.8,2008-03-01 08:00:00+00:00
831,Information,2008,4,143,4.4,2008-04-01 07:00:00+00:00
832,Information,2008,5,170,5.0,2008-05-01 07:00:00+00:00
833,Information,2008,6,157,4.7,2008-06-01 07:00:00+00:00
834,Information,2008,7,141,4.1,2008-07-01 07:00:00+00:00
835,Information,2008,8,144,4.2,2008-08-01 07:00:00+00:00
836,Information,2008,9,166,5.0,2008-09-01 07:00:00+00:00
837,Information,2008,10,168,5.0,2008-10-01 07:00:00+00:00
838,Information,2008,11,173,5.2,2008-11-01 07:00:00+00:00
839,Information,2008,12,219,6.9,2008-12-01 08:00:00+00:00
840,Information,2009,1,232,7.4,2009-01-01 08:00:00+00:00
841,Information,2009,2,224,7.1,2009-02-01 08:00:00+00:00
842,Information,2009,3,252,7.8,2009-03-01 08:00:00+00:00
843,Information,2009,4,320,10.1,2009-04-01 07:00:00+00:00
844,Information,2009,5,303,9.5,2009-05-01 07:00:00+00:00
845,Information,2009,6,347,11.1,2009-06-01 07:00:00+00:00
846,Information,2009,7,373,11.5,2009-07-01 07:00:00+00:00
847,Information,2009,8,358,10.7,2009-08-01 07:00:00+00:00
848,Information,2009,9,362,11.2,2009-09-01 07:00:00+00:00
849,Information,2009,10,261,8.2,2009-10-01 07:00:00+00:00
850,Information,2009,11,243,7.6,2009-11-01 07:00:00+00:00
851,Information,2009,12,256,8.5,2009-12-01 08:00:00+00:00
852,Information,2010,1,313,10.0,2010-01-01 08:00:00+00:00
853,Information,2010,2,300,10.0,2010-02-01 08:00:00+00:00
854,Finance,2000,1,228,2.7,2000-01-01 08:00:00+00:00
855,Finance,2000,2,240,2.8,2000-02-01 08:00:00+00:00
856,Finance,2000,3,226,2.6,2000-03-01 08:00:00+00:00
857,Finance,2000,4,197,2.3,2000-04-01 08:00:00+00:00
858,Finance,2000,5,195,2.2,2000-05-01 07:00:00+00:00
859,Finance,2000,6,216,2.5,2000-06-01 07:00:00+00:00
860,Finance,2000,7,190,2.2,2000-07-01 07:00:00+00:00
861,Finance,2000,8,213,2.5,2000-08-01 07:00:00+00:00
862,Finance,2000,9,187,2.2,2000-09-01 07:00:00+00:00
863,Finance,2000,10,224,2.6,2000-10-01 07:00:00+00:00
864,Finance,2000,11,184,2.1,2000-11-01 08:00:00+00:00
865,Finance,2000,12,200,2.3,2000-12-01 08:00:00+00:00
866,Finance,2001,1,232,2.6,2001-01-01 08:00:00+00:00
867,Finance,2001,2,235,2.6,2001-02-01 08:00:00+00:00
868,Finance,2001,3,211,2.4,2001-03-01 08:00:00+00:00
869,Finance,2001,4,232,2.6,2001-04-01 08:00:00+00:00
870,Finance,2001,5,191,2.2,2001-05-01 07:00:00+00:00
871,Finance,2001,6,249,2.8,2001-06-01 07:00:00+00:00
872,Finance,2001,7,289,3.3,2001-07-01 07:00:00+00:00
873,Finance,2001,8,256,2.9,2001-08-01 07:00:00+00:00
874,Finance,2001,9,268,3.1,2001-09-01 07:00:00+00:00
875,Finance,2001,10,281,3.3,2001-10-01 07:00:00+00:00
876,Finance,2001,11,320,3.6,2001-11-01 08:00:00+00:00
877,Finance,2001,12,258,3.0,2001-12-01 08:00:00+00:00
878,Finance,2002,1,267,3.0,2002-01-01 08:00:00+00:00
879,Finance,2002,2,318,3.5,2002-02-01 08:00:00+00:00
880,Finance,2002,3,287,3.2,2002-03-01 08:00:00+00:00
881,Finance,2002,4,292,3.3,2002-04-01 08:00:00+00:00
882,Finance,2002,5,340,3.8,2002-05-01 07:00:00+00:00
883,Finance,2002,6,373,4.1,2002-06-01 07:00:00+00:00
884,Finance,2002,7,345,3.8,2002-07-01 07:00:00+00:00
885,Finance,2002,8,343,3.8,2002-08-01 07:00:00+00:00
886,Finance,2002,9,299,3.3,2002-09-01 07:00:00+00:00
887,Finance,2002,10,312,3.5,2002-10-01 07:00:00+00:00
888,Finance,2002,11,337,3.7,2002-11-01 08:00:00+00:00
889,Finance,2002,12,322,3.6,2002-12-01 08:00:00+00:00
890,Finance,2003,1,327,3.6,2003-01-01 08:00:00+00:00
891,Finance,2003,2,310,3.4,2003-02-01 08:00:00+00:00
892,Finance,2003,3,357,4.0,2003-03-01 08:00:00+00:00
893,Finance,2003,4,323,3.6,2003-04-01 08:00:00+00:00
894,Finance,2003,5,320,3.6,2003-05-01 07:00:00+00:00
895,Finance,2003,6,358,4.0,2003-06-01 07:00:00+00:00
896,Finance,2003,7,284,3.1,2003-07-01 07:00:00+00:00
897,Finance,2003,8,342,3.7,2003-08-01 07:00:00+00:00
898,Finance,2003,9,305,3.3,2003-09-01 07:00:00+00:00
899,Finance,2003,10,303,3.3,2003-10-01 07:00:00+00:00
900,Finance,2003,11,311,3.3,2003-11-01 08:00:00+00:00
901,Finance,2003,12,283,3.0,2003-12-01 08:00:00+00:00
902,Finance,2004,1,403,4.3,2004-01-01 08:00:00+00:00
903,Finance,2004,2,363,3.8,2004-02-01 08:00:00+00:00
904,Finance,2004,3,343,3.7,2004-03-01 08:00:00+00:00
905,Finance,2004,4,312,3.4,2004-04-01 08:00:00+00:00
906,Finance,2004,5,302,3.3,2004-05-01 07:00:00+00:00
907,Finance,2004,6,335,3.6,2004-06-01 07:00:00+00:00
908,Finance,2004,7,307,3.3,2004-07-01 07:00:00+00:00
909,Finance,2004,8,312,3.4,2004-08-01 07:00:00+00:00
910,Finance,2004,9,374,4.0,2004-09-01 07:00:00+00:00
911,Finance,2004,10,358,3.8,2004-10-01 07:00:00+00:00
912,Finance,2004,11,290,3.1,2004-11-01 08:00:00+00:00
913,Finance,2004,12,290,3.1,2004-12-01 08:00:00+00:00
914,Finance,2005,1,252,2.7,2005-01-01 08:00:00+00:00
915,Finance,2005,2,301,3.2,2005-02-01 08:00:00+00:00
916,Finance,2005,3,261,2.7,2005-03-01 08:00:00+00:00
917,Finance,2005,4,255,2.7,2005-04-01 08:00:00+00:00
918,Finance,2005,5,288,3.1,2005-05-01 07:00:00+00:00
919,Finance,2005,6,307,3.3,2005-06-01 07:00:00+00:00
920,Finance,2005,7,309,3.3,2005-07-01 07:00:00+00:00
921,Finance,2005,8,300,3.2,2005-08-01 07:00:00+00:00
922,Finance,2005,9,260,2.7,2005-09-01 07:00:00+00:00
923,Finance,2005,10,255,2.7,2005-10-01 07:00:00+00:00
924,Finance,2005,11,268,2.8,2005-11-01 08:00:00+00:00
925,Finance,2005,12,204,2.1,2005-12-01 08:00:00+00:00
926,Finance,2006,1,233,2.4,2006-01-01 08:00:00+00:00
927,Finance,2006,2,268,2.8,2006-02-01 08:00:00+00:00
928,Finance,2006,3,298,3.1,2006-03-01 08:00:00+00:00
929,Finance,2006,4,293,3.1,2006-04-01 08:00:00+00:00
930,Finance,2006,5,289,3.0,2006-05-01 07:00:00+00:00
931,Finance,2006,6,299,3.1,2006-06-01 07:00:00+00:00
932,Finance,2006,7,329,3.4,2006-07-01 07:00:00+00:00
933,Finance,2006,8,263,2.7,2006-08-01 07:00:00+00:00
934,Finance,2006,9,235,2.4,2006-09-01 07:00:00+00:00
935,Finance,2006,10,211,2.1,2006-10-01 07:00:00+00:00
936,Finance,2006,11,229,2.3,2006-11-01 08:00:00+00:00
937,Finance,2006,12,227,2.3,2006-12-01 08:00:00+00:00
938,Finance,2007,1,233,2.4,2007-01-01 08:00:00+00:00
939,Finance,2007,2,295,3.1,2007-02-01 08:00:00+00:00
940,Finance,2007,3,252,2.6,2007-03-01 08:00:00+00:00
941,Finance,2007,4,231,2.4,2007-04-01 07:00:00+00:00
942,Finance,2007,5,281,2.9,2007-05-01 07:00:00+00:00
943,Finance,2007,6,303,3.1,2007-06-01 07:00:00+00:00
944,Finance,2007,7,307,3.1,2007-07-01 07:00:00+00:00
945,Finance,2007,8,371,3.7,2007-08-01 07:00:00+00:00
946,Finance,2007,9,316,3.3,2007-09-01 07:00:00+00:00
947,Finance,2007,10,307,3.2,2007-10-01 07:00:00+00:00
948,Finance,2007,11,261,2.7,2007-11-01 07:00:00+00:00
949,Finance,2007,12,315,3.2,2007-12-01 08:00:00+00:00
950,Finance,2008,1,285,3.0,2008-01-01 08:00:00+00:00
951,Finance,2008,2,323,3.4,2008-02-01 08:00:00+00:00
952,Finance,2008,3,323,3.4,2008-03-01 08:00:00+00:00
953,Finance,2008,4,324,3.4,2008-04-01 07:00:00+00:00
954,Finance,2008,5,361,3.7,2008-05-01 07:00:00+00:00
955,Finance,2008,6,337,3.4,2008-06-01 07:00:00+00:00
956,Finance,2008,7,350,3.6,2008-07-01 07:00:00+00:00
957,Finance,2008,8,409,4.2,2008-08-01 07:00:00+00:00
958,Finance,2008,9,380,4.0,2008-09-01 07:00:00+00:00
959,Finance,2008,10,434,4.5,2008-10-01 07:00:00+00:00
960,Finance,2008,11,494,5.2,2008-11-01 07:00:00+00:00
961,Finance,2008,12,540,5.6,2008-12-01 08:00:00+00:00
962,Finance,2009,1,571,6.0,2009-01-01 08:00:00+00:00
963,Finance,2009,2,637,6.7,2009-02-01 08:00:00+00:00
964,Finance,2009,3,639,6.8,2009-03-01 08:00:00+00:00
965,Finance,2009,4,561,6.0,2009-04-01 07:00:00+00:00
966,Finance,2009,5,536,5.7,2009-05-01 07:00:00+00:00
967,Finance,2009,6,513,5.5,2009-06-01 07:00:00+00:00
968,Finance,2009,7,570,6.1,2009-07-01 07:00:00+00:00
969,Finance,2009,8,566,6.0,2009-08-01 07:00:00+00:00
970,Finance,2009,9,657,7.1,2009-09-01 07:00:00+00:00
971,Finance,2009,10,646,7.0,2009-10-01 07:00:00+00:00
972,Finance,2009,11,619,6.7,2009-11-01 07:00:00+00:00
973,Finance,2009,12,665,7.2,2009-12-01 08:00:00+00:00
974,Finance,2010,1,623,6.6,2010-01-01 08:00:00+00:00
975,Finance,2010,2,708,7.5,2010-02-01 08:00:00+00:00
976,Business services,2000,1,655,5.7,2000-01-01 08:00:00+00:00
977,Business services,2000,2,587,5.2,2000-02-01 08:00:00+00:00
978,Business services,2000,3,623,5.4,2000-03-01 08:00:00+00:00
979,Business services,2000,4,517,4.5,2000-04-01 08:00:00+00:00
980,Business services,2000,5,561,4.7,2000-05-01 07:00:00+00:00
981,Business services,2000,6,545,4.4,2000-06-01 07:00:00+00:00
982,Business services,2000,7,636,5.1,2000-07-01 07:00:00+00:00
983,Business services,2000,8,584,4.8,2000-08-01 07:00:00+00:00
984,Business services,2000,9,559,4.6,2000-09-01 07:00:00+00:00
985,Business services,2000,10,504,4.1,2000-10-01 07:00:00+00:00
986,Business services,2000,11,547,4.4,2000-11-01 08:00:00+00:00
987,Business services,2000,12,564,4.5,2000-12-01 08:00:00+00:00
988,Business services,2001,1,734,5.8,2001-01-01 08:00:00+00:00
989,Business services,2001,2,724,5.9,2001-02-01 08:00:00+00:00
990,Business services,2001,3,652,5.3,2001-03-01 08:00:00+00:00
991,Business services,2001,4,655,5.3,2001-04-01 08:00:00+00:00
992,Business services,2001,5,652,5.3,2001-05-01 07:00:00+00:00
993,Business services,2001,6,694,5.4,2001-06-01 07:00:00+00:00
994,Business services,2001,7,731,5.7,2001-07-01 07:00:00+00:00
995,Business services,2001,8,790,6.2,2001-08-01 07:00:00+00:00
996,Business services,2001,9,810,6.4,2001-09-01 07:00:00+00:00
997,Business services,2001,10,910,7.2,2001-10-01 07:00:00+00:00
998,Business services,2001,11,946,7.6,2001-11-01 08:00:00+00:00
999,Business services,2001,12,921,7.4,2001-12-01 08:00:00+00:00
1000,Business services,2002,1,1120,8.9,2002-01-01 08:00:00+00:00
1001,Business services,2002,2,973,7.7,2002-02-01 08:00:00+00:00
1002,Business services,2002,3,964,7.5,2002-03-01 08:00:00+00:00
1003,Business services,2002,4,951,7.3,2002-04-01 08:00:00+00:00
1004,Business services,2002,5,983,7.7,2002-05-01 07:00:00+00:00
1005,Business services,2002,6,1079,8.2,2002-06-01 07:00:00+00:00
1006,Business services,2002,7,1075,8.2,2002-07-01 07:00:00+00:00
1007,Business services,2002,8,926,7.2,2002-08-01 07:00:00+00:00
1008,Business services,2002,9,1007,7.8,2002-09-01 07:00:00+00:00
1009,Business services,2002,10,962,7.5,2002-10-01 07:00:00+00:00
1010,Business services,2002,11,1029,8.2,2002-11-01 08:00:00+00:00
1011,Business services,2002,12,1038,8.3,2002-12-01 08:00:00+00:00
1012,Business services,2003,1,1112,8.9,2003-01-01 08:00:00+00:00
1013,Business services,2003,2,1140,8.9,2003-02-01 08:00:00+00:00
1014,Business services,2003,3,1190,9.1,2003-03-01 08:00:00+00:00
1015,Business services,2003,4,1076,8.3,2003-04-01 08:00:00+00:00
1016,Business services,2003,5,1105,8.4,2003-05-01 07:00:00+00:00
1017,Business services,2003,6,1092,8.5,2003-06-01 07:00:00+00:00
1018,Business services,2003,7,1021,8.2,2003-07-01 07:00:00+00:00
1019,Business services,2003,8,881,7.2,2003-08-01 07:00:00+00:00
1020,Business services,2003,9,975,8.0,2003-09-01 07:00:00+00:00
1021,Business services,2003,10,1014,8.1,2003-10-01 07:00:00+00:00
1022,Business services,2003,11,948,7.7,2003-11-01 08:00:00+00:00
1023,Business services,2003,12,948,7.6,2003-12-01 08:00:00+00:00
1024,Business services,2004,1,1070,8.7,2004-01-01 08:00:00+00:00
1025,Business services,2004,2,964,7.7,2004-02-01 08:00:00+00:00
1026,Business services,2004,3,999,7.9,2004-03-01 08:00:00+00:00
1027,Business services,2004,4,752,6.0,2004-04-01 08:00:00+00:00
1028,Business services,2004,5,819,6.5,2004-05-01 07:00:00+00:00
1029,Business services,2004,6,814,6.5,2004-06-01 07:00:00+00:00
1030,Business services,2004,7,790,6.2,2004-07-01 07:00:00+00:00
1031,Business services,2004,8,845,6.7,2004-08-01 07:00:00+00:00
1032,Business services,2004,9,750,5.9,2004-09-01 07:00:00+00:00
1033,Business services,2004,10,781,6.2,2004-10-01 07:00:00+00:00
1034,Business services,2004,11,872,6.8,2004-11-01 08:00:00+00:00
1035,Business services,2004,12,875,6.9,2004-12-01 08:00:00+00:00
1036,Business services,2005,1,958,7.6,2005-01-01 08:00:00+00:00
1037,Business services,2005,2,916,7.2,2005-02-01 08:00:00+00:00
1038,Business services,2005,3,807,6.5,2005-03-01 08:00:00+00:00
1039,Business services,2005,4,714,5.7,2005-04-01 08:00:00+00:00
1040,Business services,2005,5,730,5.9,2005-05-01 07:00:00+00:00
1041,Business services,2005,6,743,5.8,2005-06-01 07:00:00+00:00
1042,Business services,2005,7,804,6.3,2005-07-01 07:00:00+00:00
1043,Business services,2005,8,728,5.7,2005-08-01 07:00:00+00:00
1044,Business services,2005,9,862,6.7,2005-09-01 07:00:00+00:00
1045,Business services,2005,10,748,5.8,2005-10-01 07:00:00+00:00
1046,Business services,2005,11,711,5.5,2005-11-01 08:00:00+00:00
1047,Business services,2005,12,788,6.1,2005-12-01 08:00:00+00:00
1048,Business services,2006,1,825,6.5,2006-01-01 08:00:00+00:00
1049,Business services,2006,2,841,6.5,2006-02-01 08:00:00+00:00
1050,Business services,2006,3,824,6.3,2006-03-01 08:00:00+00:00
1051,Business services,2006,4,644,4.9,2006-04-01 08:00:00+00:00
1052,Business services,2006,5,695,5.3,2006-05-01 07:00:00+00:00
1053,Business services,2006,6,753,5.7,2006-06-01 07:00:00+00:00
1054,Business services,2006,7,735,5.5,2006-07-01 07:00:00+00:00
1055,Business services,2006,8,681,5.1,2006-08-01 07:00:00+00:00
1056,Business services,2006,9,736,5.6,2006-09-01 07:00:00+00:00
1057,Business services,2006,10,768,5.6,2006-10-01 07:00:00+00:00
1058,Business services,2006,11,658,4.9,2006-11-01 08:00:00+00:00
1059,Business services,2006,12,791,5.9,2006-12-01 08:00:00+00:00
1060,Business services,2007,1,885,6.5,2007-01-01 08:00:00+00:00
1061,Business services,2007,2,825,6.0,2007-02-01 08:00:00+00:00
1062,Business services,2007,3,775,5.7,2007-03-01 08:00:00+00:00
1063,Business services,2007,4,689,5.0,2007-04-01 07:00:00+00:00
1064,Business services,2007,5,743,5.4,2007-05-01 07:00:00+00:00
1065,Business services,2007,6,722,5.2,2007-06-01 07:00:00+00:00
1066,Business services,2007,7,743,5.2,2007-07-01 07:00:00+00:00
1067,Business services,2007,8,683,4.9,2007-08-01 07:00:00+00:00
1068,Business services,2007,9,655,4.7,2007-09-01 07:00:00+00:00
1069,Business services,2007,10,675,4.8,2007-10-01 07:00:00+00:00
1070,Business services,2007,11,679,4.8,2007-11-01 07:00:00+00:00
1071,Business services,2007,12,803,5.7,2007-12-01 08:00:00+00:00
1072,Business services,2008,1,893,6.4,2008-01-01 08:00:00+00:00
1073,Business services,2008,2,866,6.2,2008-02-01 08:00:00+00:00
1074,Business services,2008,3,876,6.2,2008-03-01 08:00:00+00:00
1075,Business services,2008,4,736,5.3,2008-04-01 07:00:00+00:00
1076,Business services,2008,5,829,5.9,2008-05-01 07:00:00+00:00
1077,Business services,2008,6,890,6.2,2008-06-01 07:00:00+00:00
1078,Business services,2008,7,866,6.1,2008-07-01 07:00:00+00:00
1079,Business services,2008,8,961,6.9,2008-08-01 07:00:00+00:00
1080,Business services,2008,9,951,6.9,2008-09-01 07:00:00+00:00
1081,Business services,2008,10,1052,7.5,2008-10-01 07:00:00+00:00
1082,Business services,2008,11,992,7.0,2008-11-01 07:00:00+00:00
1083,Business services,2008,12,1147,8.1,2008-12-01 08:00:00+00:00
1084,Business services,2009,1,1445,10.4,2009-01-01 08:00:00+00:00
1085,Business services,2009,2,1512,10.8,2009-02-01 08:00:00+00:00
1086,Business services,2009,3,1597,11.4,2009-03-01 08:00:00+00:00
1087,Business services,2009,4,1448,10.4,2009-04-01 07:00:00+00:00
1088,Business services,2009,5,1514,10.9,2009-05-01 07:00:00+00:00
1089,Business services,2009,6,1580,11.3,2009-06-01 07:00:00+00:00
1090,Business services,2009,7,1531,10.9,2009-07-01 07:00:00+00:00
1091,Business services,2009,8,1560,11.0,2009-08-01 07:00:00+00:00
1092,Business services,2009,9,1596,11.3,2009-09-01 07:00:00+00:00
1093,Business services,2009,10,1488,10.3,2009-10-01 07:00:00+00:00
1094,Business services,2009,11,1514,10.6,2009-11-01 07:00:00+00:00
1095,Business services,2009,12,1486,10.3,2009-12-01 08:00:00+00:00
1096,Business services,2010,1,1614,11.1,2010-01-01 08:00:00+00:00
1097,Business services,2010,2,1740,12.0,2010-02-01 08:00:00+00:00
1098,Education and Health,2000,1,353,2.3,2000-01-01 08:00:00+00:00
1099,Education and Health,2000,2,349,2.2,2000-02-01 08:00:00+00:00
1100,Education and Health,2000,3,381,2.5,2000-03-01 08:00:00+00:00
1101,Education and Health,2000,4,329,2.1,2000-04-01 08:00:00+00:00
1102,Education and Health,2000,5,423,2.7,2000-05-01 07:00:00+00:00
1103,Education and Health,2000,6,452,2.9,2000-06-01 07:00:00+00:00
1104,Education and Health,2000,7,478,3.1,2000-07-01 07:00:00+00:00
1105,Education and Health,2000,8,450,2.9,2000-08-01 07:00:00+00:00
1106,Education and Health,2000,9,398,2.6,2000-09-01 07:00:00+00:00
1107,Education and Health,2000,10,339,2.1,2000-10-01 07:00:00+00:00
1108,Education and Health,2000,11,351,2.2,2000-11-01 08:00:00+00:00
1109,Education and Health,2000,12,293,1.8,2000-12-01 08:00:00+00:00
1110,Education and Health,2001,1,428,2.6,2001-01-01 08:00:00+00:00
1111,Education and Health,2001,2,423,2.6,2001-02-01 08:00:00+00:00
1112,Education and Health,2001,3,456,2.8,2001-03-01 08:00:00+00:00
1113,Education and Health,2001,4,341,2.1,2001-04-01 08:00:00+00:00
1114,Education and Health,2001,5,390,2.4,2001-05-01 07:00:00+00:00
1115,Education and Health,2001,6,476,3.0,2001-06-01 07:00:00+00:00
1116,Education and Health,2001,7,513,3.1,2001-07-01 07:00:00+00:00
1117,Education and Health,2001,8,595,3.7,2001-08-01 07:00:00+00:00
1118,Education and Health,2001,9,455,2.8,2001-09-01 07:00:00+00:00
1119,Education and Health,2001,10,486,2.9,2001-10-01 07:00:00+00:00
1120,Education and Health,2001,11,516,3.1,2001-11-01 08:00:00+00:00
1121,Education and Health,2001,12,483,2.9,2001-12-01 08:00:00+00:00
1122,Education and Health,2002,1,586,3.5,2002-01-01 08:00:00+00:00
1123,Education and Health,2002,2,590,3.5,2002-02-01 08:00:00+00:00
1124,Education and Health,2002,3,540,3.2,2002-03-01 08:00:00+00:00
1125,Education and Health,2002,4,493,2.9,2002-04-01 08:00:00+00:00
1126,Education and Health,2002,5,533,3.2,2002-05-01 07:00:00+00:00
1127,Education and Health,2002,6,638,3.9,2002-06-01 07:00:00+00:00
1128,Education and Health,2002,7,671,4.0,2002-07-01 07:00:00+00:00
1129,Education and Health,2002,8,660,3.9,2002-08-01 07:00:00+00:00
1130,Education and Health,2002,9,562,3.2,2002-09-01 07:00:00+00:00
1131,Education and Health,2002,10,517,3.0,2002-10-01 07:00:00+00:00
1132,Education and Health,2002,11,493,2.8,2002-11-01 08:00:00+00:00
1133,Education and Health,2002,12,558,3.2,2002-12-01 08:00:00+00:00
1134,Education and Health,2003,1,559,3.2,2003-01-01 08:00:00+00:00
1135,Education and Health,2003,2,576,3.2,2003-02-01 08:00:00+00:00
1136,Education and Health,2003,3,518,2.9,2003-03-01 08:00:00+00:00
1137,Education and Health,2003,4,611,3.4,2003-04-01 08:00:00+00:00
1138,Education and Health,2003,5,618,3.5,2003-05-01 07:00:00+00:00
1139,Education and Health,2003,6,769,4.4,2003-06-01 07:00:00+00:00
1140,Education and Health,2003,7,697,4.0,2003-07-01 07:00:00+00:00
1141,Education and Health,2003,8,760,4.3,2003-08-01 07:00:00+00:00
1142,Education and Health,2003,9,649,3.7,2003-09-01 07:00:00+00:00
